ts,y_true,y_pred,pi_lo,pi_hi
2025-08-25 03:15:00+00:00,101.79,102.7826457659459,76.21962427657449,140.48660047814542
2025-08-25 03:30:00+00:00,101.79,102.86274832465594,76.31595319937539,140.56670303685547
2025-08-25 03:45:00+00:00,101.79,102.8824410993498,76.35229937308696,140.58639581154932
2025-08-25 04:00:00+00:00,114.33,114.96469757570381,88.44255855969794,152.66865228790334
2025-08-25 04:15:00+00:00,114.33,115.14430675481199,88.62216773880613,152.84826146701153
2025-08-25 04:30:00+00:00,114.33,115.23654428096219,88.71440526495633,152.94049899316173
2025-08-25 04:45:00+00:00,114.33,115.3080565530141,88.78591753700823,153.01201126521363
2025-08-25 05:00:00+00:00,123.39,125.78270962460034,99.26057060859446,163.48666433679986
2025-08-25 05:15:00+00:00,123.39,126.07997484970731,99.56341694733763,163.78392956190683
2025-08-25 05:30:00+00:00,123.39,125.52313522835824,99.01049952167654,163.22708994055776
2025-08-25 05:45:00+00:00,123.39,125.0585551559402,98.54621637300721,162.76250986813972
2025-08-25 06:00:00+00:00,108.88,110.23106675348548,83.72126437766795,147.935021465685
2025-08-25 06:15:00+00:00,108.88,110.15063931537115,83.65323105368068,147.85459402757067
2025-08-25 06:30:00+00:00,108.88,110.31015435346522,83.81381701604701,148.01410906566474
2025-08-25 06:45:00+00:00,108.88,110.43178823956566,83.94535216477871,148.1357429517652
2025-08-25 07:00:00+00:00,91.97,92.95508291826881,66.46864684348186,130.65903763046833
2025-08-25 07:15:00+00:00,91.97,92.86159210361562,66.37515602882867,130.56554681581514
2025-08-25 07:30:00+00:00,91.97,92.8818586002503,66.39542252546335,130.58581331244983
2025-08-25 07:45:00+00:00,91.97,92.96030130570941,66.4773884297976,130.66425601790894
2025-08-25 08:00:00+00:00,70.01,74.15071476369343,47.678985626839335,111.85466947589296
2025-08-25 08:15:00+00:00,70.01,74.16162172591108,47.68992680002005,111.8655764381106
2025-08-25 08:30:00+00:00,70.01,73.91311237160703,47.44847676245025,111.61706708380655
2025-08-25 08:45:00+00:00,70.01,73.88405500282506,47.43224739598648,111.58800971502458
2025-08-25 09:00:00+00:00,35.02,42.44241537148124,15.991506219935651,80.14637008368076
2025-08-25 09:15:00+00:00,35.02,42.489173015476396,16.042870283727652,80.19312772767591
2025-08-25 09:30:00+00:00,35.02,42.53095588272383,16.087708310359915,80.23491059492335
2025-08-25 09:45:00+00:00,35.02,42.62992014091073,16.19198426453117,80.33387485311025
2025-08-25 10:00:00+00:00,10.0,21.38190627406974,-5.052580980574039,59.08586098626927
2025-08-25 10:15:00+00:00,10.0,21.291392748083204,-5.1335711249480624,58.99534746028273
2025-08-25 10:30:00+00:00,10.0,21.220361852903014,-5.202679120011734,58.924316565102544
2025-08-25 10:45:00+00:00,10.0,21.312838694820258,-5.105949679746033,59.01679340701978
2025-08-25 11:00:00+00:00,5.93,17.092241083457,-9.326312692383606,54.79619579565653
2025-08-25 11:15:00+00:00,5.93,17.219648326883142,-9.180603215259655,54.923603039082664
2025-08-25 11:30:00+00:00,5.93,17.262841031285998,-9.131834925534026,54.96679574348552
2025-08-25 11:45:00+00:00,5.93,16.701773661402115,-9.691196620255635,54.40572837360164
2025-08-25 12:00:00+00:00,6.78,17.276063668407453,-9.110825177751003,54.98001838060698
2025-08-25 12:15:00+00:00,6.78,17.46323919337441,-8.918640347296911,55.16719390557394
2025-08-25 12:30:00+00:00,6.78,17.54175046080189,-8.814262559144392,55.24570517300141
2025-08-25 12:45:00+00:00,6.78,17.548696864421917,-8.802588816257899,55.252651576621446
2025-08-25 13:00:00+00:00,25.2,35.66928969479288,9.319624135532322,73.3732444069924
2025-08-25 13:15:00+00:00,25.2,36.38866049505413,10.038994935793575,74.09261520725366
2025-08-25 13:30:00+00:00,25.2,37.93438720737639,11.584721648115831,75.63834191957591
2025-08-25 13:45:00+00:00,25.2,38.82496105880429,12.475295499543734,76.52891577100382
2025-08-25 14:00:00+00:00,59.45,62.099010670554364,35.749345111293806,99.80296538275388
2025-08-25 14:15:00+00:00,59.45,62.54122328597317,36.19626454968292,100.2451779981727
2025-08-25 14:30:00+00:00,59.45,62.97340342959586,36.636196298428,100.6773581417954
2025-08-25 14:45:00+00:00,59.45,63.30566428374829,36.969215546860504,101.00961899594782
2025-08-25 15:00:00+00:00,88.12,89.8578015909615,63.526063886541195,127.56175630316102
2025-08-25 15:15:00+00:00,88.12,90.06076465362239,63.73529799270756,127.76471936582192
2025-08-25 15:30:00+00:00,88.12,90.23366234464122,63.90819568372639,127.93761705684074
2025-08-25 15:45:00+00:00,88.12,90.38582429009617,64.06035762918134,128.0897790022957
2025-08-25 16:00:00+00:00,111.51,115.1813460547483,88.85737368627557,152.88530076694784
2025-08-25 16:15:00+00:00,111.51,115.64840726701095,89.32443489853821,153.35236197921049
2025-08-25 16:30:00+00:00,111.51,116.07484209652405,89.75086972805131,153.77879680872357
2025-08-25 16:45:00+00:00,111.51,116.24662072120014,89.9226483527274,153.95057543339968
2025-08-25 17:00:00+00:00,157.12,160.2166208951279,133.89264852665517,197.92057560732744
2025-08-25 17:15:00+00:00,157.12,160.19229365469664,133.8683212862239,197.89624836689617
2025-08-25 17:30:00+00:00,157.12,160.2834491480446,133.95947677957187,197.98740386024414
2025-08-25 17:45:00+00:00,157.12,160.56872353741505,134.24475116894232,198.2726782496146
2025-08-25 18:00:00+00:00,227.31,233.79414660874994,207.4701742402772,271.49810132094944
2025-08-25 18:15:00+00:00,227.31,233.0514446005113,206.72747223203856,270.75539931271084
2025-08-25 18:30:00+00:00,227.31,232.21275280691881,205.88878043844608,269.91670751911835
2025-08-25 18:45:00+00:00,227.31,232.07798443740654,205.7540120689338,269.78193914960605
2025-08-25 19:00:00+00:00,137.47,139.42584024148826,113.10186787301552,177.1297949536878
2025-08-25 19:15:00+00:00,137.47,139.10544540497497,112.78147303650223,176.8094001171745
2025-08-25 19:30:00+00:00,137.47,138.90822810817144,112.5842557396987,176.61218282037098
2025-08-25 19:45:00+00:00,137.47,138.8826268055443,112.55865443707157,176.58658151774384
2025-08-25 20:00:00+00:00,115.04,115.01543788202981,88.69146551355708,152.71939259422933
2025-08-25 20:15:00+00:00,115.04,114.73139656087851,88.40742419240577,152.43535127307803
2025-08-25 20:30:00+00:00,115.04,114.69139183929435,88.36741947082162,152.39534655149387
2025-08-25 20:45:00+00:00,115.04,114.68439183812046,88.36041946964772,152.38834655032
2025-08-25 21:00:00+00:00,105.15,106.56660782963105,80.24263546115832,144.27056254183057
2025-08-25 21:15:00+00:00,105.15,106.2878542078166,79.96388183934386,143.99180892001613
2025-08-25 21:30:00+00:00,105.15,106.32157631397536,79.99760394550262,144.0255310261749
2025-08-25 21:45:00+00:00,105.15,106.29626191449972,79.97228954602699,144.00021662669926
2025-08-25 22:00:00+00:00,105.52,105.57572054277306,79.25174817430032,143.27967525497257
2025-08-25 22:15:00+00:00,105.52,105.29981902242733,78.97584665395459,143.00377373462686
2025-08-25 22:30:00+00:00,105.52,105.29062999238451,78.96665762391177,142.99458470458404
2025-08-25 22:45:00+00:00,105.52,105.29062999238451,78.96665762391177,142.99458470458404
2025-08-25 23:00:00+00:00,101.05,100.55861841868676,74.23464605021402,138.2625731308863
2025-08-25 23:15:00+00:00,101.05,100.47330897894663,74.1493366104739,138.17726369114615
2025-08-25 23:30:00+00:00,101.05,100.47330897894663,74.1493366104739,138.17726369114615
2025-08-25 23:45:00+00:00,101.05,100.47330897894663,74.1493366104739,138.17726369114615
2025-08-26 00:00:00+00:00,97.8,96.88022046640756,70.55624809793483,134.5841751786071
2025-08-26 00:15:00+00:00,97.8,96.8803600092189,70.55638764074617,134.58431472141842
2025-08-26 00:30:00+00:00,97.8,96.8803600092189,70.55638764074617,134.58431472141842
2025-08-26 00:45:00+00:00,97.8,96.8803600092189,70.55638764074617,134.58431472141842
2025-08-26 01:00:00+00:00,96.22,94.1408796898507,67.81690732137797,131.84483440205022
2025-08-26 01:15:00+00:00,96.22,94.1408796898507,67.81690732137797,131.84483440205022
2025-08-26 01:30:00+00:00,96.22,94.1408796898507,67.81690732137797,131.84483440205022
2025-08-26 01:45:00+00:00,96.22,94.1408796898507,67.81690732137797,131.84483440205022
2025-08-26 02:00:00+00:00,98.05,96.7585470655943,70.43457469712156,134.46250177779382
2025-08-26 02:15:00+00:00,98.05,96.76204502541228,70.43807265693954,134.4659997376118
2025-08-26 02:30:00+00:00,98.05,96.76204502541228,70.43807265693954,134.4659997376118
2025-08-26 02:45:00+00:00,98.05,96.76740840995907,70.44343604148634,134.4713631221586
2025-08-26 03:00:00+00:00,105.41,106.15471080058424,79.8307384321115,143.85866551278377
2025-08-26 03:15:00+00:00,105.41,106.18824293484582,79.86427056637308,143.89219764704535
2025-08-26 03:30:00+00:00,105.41,106.2044974377998,79.88052506932706,143.90845214999933
2025-08-26 03:45:00+00:00,105.41,106.23958696298229,79.91561459450955,143.94354167518182
2025-08-26 04:00:00+00:00,123.03,123.63488286715264,97.3109104986799,161.33883757935217
2025-08-26 04:15:00+00:00,123.03,123.77085010282046,97.44687773434772,161.47480481501998
2025-08-26 04:30:00+00:00,123.03,123.8666617471187,97.54268937864596,161.57061645931822
2025-08-26 04:45:00+00:00,123.03,124.31868530414266,97.99471293566992,162.0226400163422
2025-08-26 05:00:00+00:00,122.7,124.91247512728532,98.58850275881258,162.61642983948485
2025-08-26 05:15:00+00:00,122.7,125.05429487078929,98.73032250231655,162.7582495829888
2025-08-26 05:30:00+00:00,122.7,124.49432972734745,98.17035735887471,162.19828443954697
2025-08-26 05:45:00+00:00,122.7,124.2470650960948,97.92309272762206,161.95101980829432
2025-08-26 06:00:00+00:00,106.64,106.8686296715464,80.54465730307366,144.57258438374592
2025-08-26 06:15:00+00:00,106.64,106.7199777629881,80.39600539451536,144.42393247518763
2025-08-26 06:30:00+00:00,106.64,106.60396717580713,80.27999480733439,144.30792188800666
2025-08-26 06:45:00+00:00,106.64,106.67924053474411,80.35526816627137,144.38319524694364
2025-08-26 07:00:00+00:00,90.0,90.6133532545241,64.28938088605136,128.31730796672363
2025-08-26 07:15:00+00:00,90.0,90.38722986367448,64.06325749520174,128.091184575874
2025-08-26 07:30:00+00:00,90.0,90.56269407860145,64.23872171012871,128.26664879080099
2025-08-26 07:45:00+00:00,90.0,89.9777827489635,63.65381038049077,127.68173746116304
2025-08-26 08:00:00+00:00,73.77,77.48490771581325,51.16093534734051,115.18886242801278
2025-08-26 08:15:00+00:00,73.77,77.15111280628292,50.827140437810186,114.85506751848246
2025-08-26 08:30:00+00:00,73.77,77.1539667695726,50.82999440109987,114.85792148177214
2025-08-26 08:45:00+00:00,73.77,77.25195298972649,50.92798062125375,114.95590770192601
2025-08-26 09:00:00+00:00,62.72,62.77009683498436,36.44612446651162,100.47405154718388
2025-08-26 09:15:00+00:00,62.72,62.74824288328492,36.42427051481218,100.45219759548445
2025-08-26 09:30:00+00:00,62.72,62.53930033645541,36.215327967982674,100.24325504865493
2025-08-26 09:45:00+00:00,62.72,62.20034536631668,35.876372997843944,99.9043000785162
2025-08-26 10:00:00+00:00,42.78,47.78166312586122,21.45769075738848,85.48561783806075
2025-08-26 10:15:00+00:00,42.78,47.61483391554308,21.29086154707034,85.3187886277426
2025-08-26 10:30:00+00:00,42.78,47.61483391554308,21.29086154707034,85.3187886277426
2025-08-26 10:45:00+00:00,42.78,47.58980325584486,21.265830887372122,85.29375796804439
2025-08-26 11:00:00+00:00,26.28,35.43035944887248,9.106387080399738,73.13431416107201
2025-08-26 11:15:00+00:00,26.28,35.556022606336626,9.232050237863884,73.25997731853616
2025-08-26 11:30:00+00:00,26.28,35.55871701437877,9.23474464590603,73.2626717265783
2025-08-26 11:45:00+00:00,26.28,35.48824607519128,9.164273706718536,73.1922007873908
2025-08-26 12:00:00+00:00,38.05,45.746227882283904,19.422255513811162,83.45018259448344
2025-08-26 12:15:00+00:00,38.05,45.76076772385311,19.436795355380365,83.46472243605263
2025-08-26 12:30:00+00:00,38.05,45.685577181929126,19.361604813456385,83.38953189412865
2025-08-26 12:45:00+00:00,38.05,45.61352077757186,19.289548409099115,83.31747548977138
2025-08-26 13:00:00+00:00,73.05,72.8502728717677,46.52630050329496,110.55422758396722
2025-08-26 13:15:00+00:00,73.05,72.50700960312803,46.20286187770774,110.21096431532754
2025-08-26 13:30:00+00:00,73.05,72.82335974099014,46.53726995669435,110.52731445318966
2025-08-26 13:45:00+00:00,73.05,73.02832543596801,46.745765214592026,110.73228014816755
2025-08-26 14:00:00+00:00,89.43,88.68322639923369,62.402047684075455,126.38718111143322
2025-08-26 14:15:00+00:00,89.43,88.92803245110811,62.64782607179664,126.63198716330763
2025-08-26 14:30:00+00:00,89.43,89.12153203002866,62.841325650717195,126.82548674222818
2025-08-26 14:45:00+00:00,89.43,89.21797282152545,62.938360809841186,126.92192753372498
2025-08-26 15:00:00+00:00,106.86,106.7542763749956,80.47466436331133,144.45823108719512
2025-08-26 15:15:00+00:00,106.86,106.98161520772311,80.70200319603885,144.68556991992264
2025-08-26 15:30:00+00:00,106.86,107.1838214353213,80.90420942363704,144.88777614752084
2025-08-26 15:45:00+00:00,106.86,107.21442033842587,80.9348083267416,144.9183750506254
2025-08-26 16:00:00+00:00,130.67,133.49359134631223,107.21397933462796,171.19754605851176
2025-08-26 16:15:00+00:00,130.67,134.01210468865168,107.73249267696741,171.7160594008512
2025-08-26 16:30:00+00:00,130.67,134.90835345500253,108.62874144331826,172.61230816720206
2025-08-26 16:45:00+00:00,130.67,135.09219245472644,108.81258044304218,172.79614716692598
2025-08-26 17:00:00+00:00,193.46,197.1747356756244,170.89512366394013,234.87869038782392
2025-08-26 17:15:00+00:00,193.46,197.27837535996196,170.9987633482777,234.9823300721615
2025-08-26 17:30:00+00:00,193.46,196.90323799067542,170.62362597899116,234.60719270287495
2025-08-26 17:45:00+00:00,193.46,196.04863112454842,169.76901911286416,233.75258583674795
2025-08-26 18:00:00+00:00,185.66,184.64905988273182,158.36944787104756,222.35301459493135
2025-08-26 18:15:00+00:00,185.66,184.31008073890956,158.0304687272253,222.0140354511091
2025-08-26 18:30:00+00:00,185.66,184.1415310559164,157.86191904423214,221.84548576811594
2025-08-26 18:45:00+00:00,185.66,183.26225570504346,156.9826436933592,220.966210417243
2025-08-26 19:00:00+00:00,124.99,126.95064992855522,100.67103791687096,164.65460464075474
2025-08-26 19:15:00+00:00,124.99,126.48881334391002,100.20920133222576,164.19276805610954
2025-08-26 19:30:00+00:00,124.99,126.32016541598689,100.04055340430263,164.0241201281864
2025-08-26 19:45:00+00:00,124.99,126.27203937916609,99.99242736748182,163.9759940913656
2025-08-26 20:00:00+00:00,109.69,111.05627524787842,84.77666323619415,148.76022996007794
2025-08-26 20:15:00+00:00,109.69,110.75255381752412,84.47294180583985,148.45650852972364
2025-08-26 20:30:00+00:00,109.69,110.7253760643457,84.44576405266143,148.4293307765452
2025-08-26 20:45:00+00:00,109.69,110.71344220437055,84.43383019268629,148.41739691657008
2025-08-26 21:00:00+00:00,99.37,99.53332534202761,73.25371333034334,137.23728005422714
2025-08-26 21:15:00+00:00,99.37,99.30613138898929,73.02651937730502,137.01008610118882
