,y_pred,pi_lo,pi_hi,0,charge,discharge,soc_start,soc_end
2025-08-14 05:15:00+02:00,97.58323530856886,49.592037169634764,138.17420778784106,,0.0,0.0,47.5,47.5
2025-08-14 05:30:00+02:00,97.90181242461694,49.91061428568284,138.49278490388915,,0.0,0.0,47.5,47.5
2025-08-14 05:45:00+02:00,98.37959377345491,50.38839563452082,138.9705662527271,,0.0,0.0,47.5,47.5
2025-08-14 06:00:00+02:00,109.70522428142948,61.714026142495385,150.2961967607017,,0.0,0.0,47.5,47.5
2025-08-14 06:15:00+02:00,111.18545458133691,63.19425644240282,151.77642706060914,,0.0,0.0,47.5,47.5
2025-08-14 06:30:00+02:00,111.54548925071578,63.55429111178168,152.13646172998799,,0.0,12.5,47.5,34.3421052631579
2025-08-14 06:45:00+02:00,112.44741576557385,64.45621762663976,153.03838824484606,,0.0,12.5,34.3421052631579,21.184210526315795
2025-08-14 07:00:00+02:00,111.46728597560553,63.47608783667144,152.05825845487774,,0.0,7.625000000000006,21.184210526315795,13.157894736842104
2025-08-14 07:15:00+02:00,111.5534303933386,63.562232254404506,152.1444028726108,,0.0,0.0,13.157894736842104,13.157894736842104
2025-08-14 07:30:00+02:00,111.73282840227955,63.741630263345456,152.32380088155176,,0.0,12.5,13.157894736842104,-0.0
2025-08-14 07:45:00+02:00,111.60790028411105,63.61670214517696,152.19887276338326,,0.0,0.0,-0.0,0.0
2025-08-14 08:00:00+02:00,103.98031864011645,55.989120501182356,144.57129111938866,,0.0,-0.0,0.0,0.0
2025-08-14 08:15:00+02:00,103.75715980450047,55.76596166556638,144.34813228377269,,0.0,-0.0,0.0,-0.0
2025-08-14 08:30:00+02:00,103.59265871133816,55.601460572404065,144.18363119061036,,0.0,0.0,-0.0,0.0
2025-08-14 08:45:00+02:00,102.84904496557081,54.85784682663672,143.44001744484302,,0.0,-0.0,0.0,-0.0
2025-08-14 09:00:00+02:00,86.32055034258396,38.32935220364986,126.91152282185617,,0.0,0.0,-0.0,0.0
2025-08-14 09:15:00+02:00,83.27989628298822,35.28869814405412,123.87086876226043,,0.0,-0.0,0.0,0.0
2025-08-14 09:30:00+02:00,80.75566545914393,32.76446732020983,121.34663793841614,,0.0,-0.0,0.0,0.0
2025-08-14 09:45:00+02:00,79.17339929365332,31.182201154719223,119.76437177292553,,0.0,-0.0,0.0,0.0
2025-08-14 10:00:00+02:00,57.52372661820152,9.532528479267427,98.11469909747373,,0.0,-0.0,0.0,-0.0
2025-08-14 10:15:00+02:00,56.72726008114698,8.736061942212885,97.31823256041919,,0.0,0.0,-0.0,0.0
2025-08-14 10:30:00+02:00,53.49746317536578,5.506265036431685,94.08843565463799,,0.0,0.0,0.0,-0.0
2025-08-14 10:45:00+02:00,52.53748498707322,4.546286848139125,93.12845746634542,,0.0,0.0,-0.0,-0.0
2025-08-14 11:00:00+02:00,49.4275808884773,1.4363827495432062,90.01855336774952,,0.0,0.0,-0.0,-0.0
2025-08-14 11:15:00+02:00,47.64597451305414,-0.34522362587995303,88.23694699232635,,0.0,0.0,-0.0,-0.0
2025-08-14 11:30:00+02:00,45.86187673734737,-2.129321401586722,86.45284921661958,,0.0,0.0,-0.0,-0.0
